timestamp,error_count,pressure,altitude,temperature,device_id
5555003,0,978.02,297.476,25.24,3998474
5566089,0,978.03,297.39,25.24,3998474
5587992,0,978.06,297.133,25.24,3998474
5599001,0,977.98,297.819,25.24,3998474
5610009,0,978.01,297.562,25.24,3998474
5631991,0,978.04,297.305,25.25,3998474
5642990,0,977.98,297.819,25.25,3998474
5654002,0,978.02,297.476,25.25,3998474
5676051,0,978.03,297.39,25.24,3998474
5686991,0,977.97,297.904,25.24,3998474
5697991,0,978.01,297.562,25.24,3998474
5719991,0,978.06,297.133,25.24,3998474
5731024,0,978.04,297.305,25.24,3998474
5742003,0,978.01,297.562,25.24,3998474
5764031,0,978.03,297.39,25.25,3998474
5774991,0,977.98,297.819,25.25,3998474
5785991,0,977.98,297.819,25.25,3998474
5807991,0,977.99,297.733,25.25,3998474
5819051,0,978.05,297.219,25.25,3998474
5829991,0,978.03,297.39,25.25,3998474
5851991,0,978.04,297.305,25.25,3998474
5862991,0,977.98,297.819,25.25,3998474
5874002,0,978.01,297.562,25.25,3998474
5895991,0,978.02,297.476,25.25,3998474
5906991,0,978.06,297.133,25.25,3998474
5917991,0,978.0,297.647,25.25,3998474
5939991,0,978.03,297.39,25.25,3998474
5950998,0,977.95,298.076,25.25,3998474
5962081,0,978.01,297.562,25.25,3998474
5984002,0,978.03,297.39,25.25,3998474
5994991,0,977.98,297.819,25.25,3998474
6005991,0,977.97,297.904,25.25,3998474
6027991,0,977.99,297.733,25.25,3998474
6038991,0,977.99,297.733,25.25,3998474
6049991,0,978.09,296.876,25.25,3998474
6072023,0,978.07,297.048,25.25,3998474
6082991,0,977.99,297.733,25.25,3998474
6094002,0,978.02,297.476,25.25,3998474
6115991,0,977.99,297.733,25.25,3998474
6127000,0,977.99,297.733,25.25,3998474
6138007,0,977.99,297.733,25.25,3998474
6160000,0,978.03,297.39,25.25,3998474
6170991,0,977.99,297.733,25.25,3998474
6181991,0,977.99,297.733,25.25,3998474
6203991,0,978.05,297.219,25.25,3998474
6214991,0,978.03,297.39,25.25,3998474
6225991,0,978.03,297.39,25.25,3998474
6248062,0,978.04,297.305,25.25,3998474
6258991,0,978.0,297.647,25.25,3998474
6269301,0,977.92,298.333,25.25,3998474
6290432,0,977.99,297.733,25.26,3998474
6301654,0,977.96,297.99,25.26,3998474
6311991,0,978.03,297.39,25.26,3998474
6333990,0,978.02,297.476,25.26,3998474
6343993,0,978.05,297.219,25.26,3998474
6355000,0,978.03,297.39,25.26,3998474
6376006,0,978.02,297.476,25.26,3998474
6386664,0,978.02,297.476,25.26,3998474
6397637,0,977.96,297.99,25.26,3998474
6418991,0,977.98,297.819,25.26,3998474
6429991,0,978.02,297.476,25.26,3998474
6439991,0,977.98,297.819,25.26,3998474
6461991,0,978.0,297.647,25.26,3998474
6473383,0,977.99,297.733,25.26,3998474
6483991,0,978.02,297.476,25.26,3998474
6506242,0,978.04,297.305,25.26,3998474
6518142,0,977.98,297.819,25.26,3998474
6530207,0,977.96,297.99,25.26,3998474
6551991,0,977.99,297.733,25.26,3998474
6563006,0,978.0,297.647,25.26,3998474
6573991,0,977.99,297.733,25.26,3998474
6594991,0,978.0,297.647,25.26,3998474
6604990,0,978.01,297.562,25.26,3998474
6615205,0,977.96,297.99,25.26,3998474
6637033,0,978.01,297.562,25.26,3998474
6648032,0,978.0,297.647,25.26,3998474
6658991,0,977.99,297.733,25.26,3998474
6680002,0,978.0,297.647,25.26,3998474
6690991,0,977.98,297.819,25.26,3998474
6701991,0,977.99,297.733,25.26,3998474
6724010,0,978.03,297.39,25.27,3998474
6736152,0,978.03,297.39,25.27,3998474
6746991,0,978.03,297.39,25.27,3998474
6768991,0,978.05,297.219,25.27,3998474
6780030,0,978.02,297.476,25.27,3998474
6790991,0,978.03,297.39,25.27,3998474
6812993,0,977.99,297.733,25.27,3998474
6824065,0,978.03,297.39,25.27,3998474
6835031,0,978.01,297.562,25.27,3998474
6857429,0,978.03,297.39,25.26,3998474
6868054,0,978.06,297.133,25.26,3998474
6878991,0,978.01,297.562,25.26,3998474
6901000,0,978.03,297.39,25.27,3998474
6912032,0,978.04,297.305,25.27,3998474
6923002,0,977.99,297.733,25.27,3998474
6944991,0,978.01,297.562,25.26,3998474
6956044,0,978.05,297.219,25.26,3998474
6966991,0,978.03,297.39,25.26,3998474
6989627,0,978.04,297.305,25.26,3998474
7000032,0,978.01,297.562,25.26,3998474
7011010,0,977.99,297.733,25.26,3998474
7033022,0,978.01,297.562,25.27,3998474
7044033,0,977.98,297.819,25.27,3998474
7054994,0,977.98,297.819,25.27,3998474
7077042,0,977.97,297.904,25.26,3998474
7088032,0,977.99,297.733,25.26,3998474
7098991,0,978.01,297.562,25.26,3998474
7121400,0,977.97,297.904,25.27,3998474
7132033,0,977.97,297.904,25.27,3998474
7143002,0,977.97,297.904,25.27,3998474
7165002,0,977.99,297.733,25.27,3998474
7176033,0,978.02,297.476,25.27,3998474
7187003,0,978.0,297.647,25.27,3998474
7209035,0,978.03,297.39,25.27,3998474
7221043,0,978.0,297.647,25.27,3998474
7232549,0,977.99,297.733,25.27,3998474
7254032,0,978.01,297.562,25.27,3998474
7264992,0,978.02,297.476,25.27,3998474
7276019,0,978.02,297.476,25.27,3998474
7297991,0,978.02,297.476,25.27,3998474
7309002,0,978.08,296.962,25.27,3998474
7319991,0,978.06,297.133,25.27,3998474
7341991,0,978.0,297.647,25.27,3998474
7353611,0,978.0,297.647,25.27,3998474
7364003,0,978.0,297.647,25.27,3998474
7385991,0,978.01,297.562,25.27,3998474
7397020,0,977.98,297.819,25.27,3998474
7407991,0,978.0,297.647,25.27,3998474
7429991,0,978.0,297.647,25.27,3998474
7441260,0,978.04,297.305,25.27,3998474
7451991,0,978.02,297.476,25.27,3998474
7474155,0,978.04,297.305,25.27,3998474
7486129,0,978.01,297.562,25.27,3998474
7498192,0,978.04,297.305,25.27,3998474
7520007,0,978.01,297.562,25.27,3998474
7531000,0,978.0,297.647,25.27,3998474
7542010,0,977.97,297.904,25.27,3998474
7564002,0,978.01,297.562,25.27,3998474
7574991,0,977.95,298.076,25.27,3998474
7585991,0,978.0,297.647,25.27,3998474
7607999,0,977.99,297.733,25.27,3998474
7619555,0,978.03,297.39,25.27,3998474
7629991,0,977.98,297.819,25.27,3998474
7651991,0,978.04,297.305,25.27,3998474
7663063,0,977.96,297.99,25.27,3998474
7673990,0,978.04,297.305,25.27,3998474
7696002,0,978.02,297.476,25.28,3998474
7707002,0,978.08,296.962,25.28,3998474
7717991,0,978.0,297.647,25.28,3998474
7740051,0,977.94,298.161,25.27,3998474
7751238,0,978.01,297.562,25.27,3998474
7762003,0,977.98,297.819,25.27,3998474
7784030,0,978.03,297.39,25.27,3998474
7793991,0,978.0,297.647,25.27,3998474
7804991,0,977.98,297.819,25.27,3998474
7826032,0,977.97,297.904,25.27,3998474
