timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s
0,0.10112,0.0578793
0,0.0959285,0.0591801
0,0.075756,0.0555893
0,0.0941085,0.0577375
0,0.0797783,0.0614156
0,0.0951235,0.0572774
0,0.0900619,0.0573889
0,0.0998085,0.0588352
0,0.0986873,0.0566597
0,0.0808305,0.0578807
0,0.113096,0.0580138
0,0.0911575,0.0576407
0,0.0949642,0.0561991
0,0.0962752,0.0537504
0,0.0947108,0.0545737
0,0.0641557,0.054966
0,0.0706993,0.0532536
0,0.105842,0.0566531
0,0.0797698,0.0558844
0,0.123878,0.0540879
0,0.0748141,0.0546002
0,0.0702085,0.0555618
0,0.109494,0.0555973
0,0.102542,0.0548329
0,0.0921679,0.0553665
0,0.104133,0.0552065
0,0.0931284,0.0569709
0,0.070668,0.0540399
0,0.0585629,0.0550625
0,0.105889,0.0534124
0,0.0922298,0.0563581
0,0.0983496,0.0589015
0,0.102439,0.0564226
0,0.0682617,0.0553811
0,0.0747704,0.0529279
0,0.0661122,0.0535487
0,0.0826583,0.051972
0,0.0917534,0.0556604
0,0.101398,0.0566515
0,0.0715127,0.0570883
0,0.0838861,0.0541364
0,0.0744585,0.0554278
0,0.0683593,0.0562819
0,0.0896913,0.0552255
0,0.091526,0.0528253
0,0.0644238,0.0545072
0,0.0782859,0.0546892
0,0.0827744,0.0525508
0,0.0903028,0.0525335
0,0.0886416,0.0503556
0,0.0801981,0.0518651
0,0.106158,0.0552236
0,0.0849922,0.0536465
0,0.0612798,0.0530333
0,0.0990718,0.0554569
0,0.0591076,0.0520668
0,0.0902668,0.0551204
0,0.0969814,0.0554309
0,0.078227,0.0569994
0,0.0435834,0.0538105
0,0.0741049,0.0556404
0,0.0825537,0.0533462
0,0.0570116,0.0553708
0,0.0803708,0.0544069
0,0.0701057,0.0553843
0,0.0622855,0.053872
0,0.0931695,0.0525807
0,0.087849,0.0534355
0,0.0811937,0.0532451
0,0.0583173,0.0579419
0,0.0763445,0.0544307
0,0.047871,0.0551049
0,0.0704072,0.0528363
0,0.110364,0.054145
0,0.082503,0.0541778
0,0.0860642,0.0547087
0,0.0632217,0.0540772
0,0.0615089,0.0530695
0,0.0655391,0.0532504
0,0.0800084,0.0529958
0,0.0576604,0.0552298
0,0.0770521,0.0540075
0,0.0702094,0.0529569
0,0.08479,0.0512246
0,0.0785796,0.0533946
0,0.0784725,0.0531924
0,0.0829899,0.0533937
0,0.0549098,0.0523602
0,0.0690499,0.0520038
0,0.0999476,0.0520612
0,0.0473459,0.055034
0,0.0700495,0.0562203
0,0.077044,0.0536226
0,0.0795865,0.0528855
0,0.0703081,0.0526249
0,0.0655182,0.0520941
0,0.0507188,0.05165
0,0.0730339,0.0538739
0,0.0887809,0.0513255
0,0.0672102,0.0538162
0,0.0584869,0.0537411
0,0.0602461,0.0527449
0,0.0526842,0.0528687
0,0.0442289,0.0538865
0,0.0795894,0.0536886
0,0.094309,0.0539322
0,0.0827544,0.0532316
0,0.050231,0.0553502
0,0.0521085,0.0530363
0,0.0729279,0.0508352
0,0.0848773,0.0538723
0,0.0620669,0.0523484
0,0.0466465,0.0546516
0,0.0708846,0.0513146
