timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s
0,0.204161,0.0984847
0,1.80318,0.236979
0,0.770174,0.205487
0,0.494,0.0738895
0,0.845562,0.329003
0,0.572202,0.20382
0,0.152331,0.0904055
0,0.186685,0.0514305
0,0.226153,0.0472712
0,0.130905,0.0907679
0,0.502993,0.0697441
0,0.222157,0.101665
0,0.205593,0.0867148
0,0.370661,0.175501
0,0.486756,0.11707
0,0.666337,0.257332
0,0.459057,0.310674
0,0.320831,0.0591926
0,0.323046,0.0767859
0,0.222381,0.0448445
0,0.253907,0.0577324
0,0.248298,0.0787166
0,0.107857,0.0778022
0,0.17453,0.0676014
0,0.0643616,0.0898841
0,0.271461,0.0523968
0,0.372893,0.0914373
0,0.171486,0.150246
0,0.249762,0.0546364
0,0.276207,0.0976193
0,0.266784,0.0800138
0,0.128171,0.0974008
0,0.222372,0.0654752
0,0.322392,0.0683933
0,0.409222,0.114133
0,0.474779,0.092553
0,0.276575,0.080786
0,0.341631,0.0848514
0,0.594679,0.0888633
0,0.123811,0.0653647
0,0.626625,0.0899755
0,0.363701,0.047798
0,0.223303,0.0467939
0,0.18061,0.137065
0,0.173965,0.0617328
0,0.212204,0.0622411
0,0.1995,0.0556123
0,0.213846,0.0704207
0,0.204689,0.409874
0,0.444148,0.115433
0,0.159115,0.210393
0,0.947969,0.095322
0,0.334689,0.0382786
0,0.130758,0.260409
0,1.00314,0.150513
0,0.303479,0.11835
0,0.461954,0.0916212
0,0.684024,0.0953783
0,0.0722271,0.122387
0,0.255565,0.137656
0,0.570081,0.0373717
0,0.399501,0.0542365
0,0.237393,0.058035
0,0.12244,0.113755
0,0.136763,0.046877
0,0.137917,0.0480764
0,0.127981,0.0488563
0,0.127516,0.0502713
0,0.189893,0.0533771
0,0.169598,0.0542717
0,0.157965,0.051748
0,0.147959,0.0483481
0,0.174256,0.048109
0,0.126267,0.046766
0,0.150276,0.0545838
0,0.163161,0.0735046
0,0.221613,0.045169
0,0.194773,0.0506506
0,0.186723,0.063671
0,0.121798,0.0581511
0,0.185224,0.0460363
0,0.196658,0.0707914
0,0.089769,0.0642667
0,0.229957,0.0645198
0,0.641331,0.151365
0,0.217165,0.215156
0,0.232548,0.135085
0,0.283503,0.0650536
0,0.283912,0.040272
0,0.309774,0.0217911
0,0.275864,0.0520173
0,0.425534,0.0394421
0,0.124781,0.0644744
0,0.352187,0.0950505
0,0.0879723,0.0258978
0,0.415594,0.10508
0,0.24807,0.065959
0,0.183355,0.012593
0,0.147004,0.0457078
0,0.110272,0.046851
0,0.126295,0.0519335
0,0.3167,0.116823
0,0.454324,0.247653
0,0.191235,0.142472
0,0.179893,0.0595259
0,0.231682,0.158243
0,0.182856,0.100975
0,0.193522,0.0546161
0,0.162328,0.0499717
0,0.167219,0.0494692
0,0.167122,0.0561747
0,0.131072,0.131438
0,0.258797,0.303231
0,0.202935,0.0542738
0,0.106091,0.134203
